"School Name","BoroughCode","Geographical District","Project Description","Construction Award","Project type","Building ID","Building Address","City","Postcode","Borough","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location 1"
"P.S. 160 - BRONX","X","11","LSP HOT WATER TANK IN BOILER ROOM","135,000","CIP","X160","4140 HUTCHINSON RIVER PARKWAY EAST","Bronx","10128","BRONX","40.864687","-73.824299","210","12","2072352","2051350200","30201","BX1004","(40.864687, -73.824299)"
"P.S. 249 - BROOKLYN","K","17","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","8,940,000","CIP","K249","18 MARLBOROUGH ROAD","Brooklyn","10128","BROOKLYN","40.64971","-73.966046","314","40","3116438","3050750001","506","BK1402","(40.64971, -73.966046)"
"P.S. 90 - BROOKLYN","K","21","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / FY22 RESO A ROOFTOP GARDEN","16,959,800","CIP","K090","2840 WEST 12 STREET","Brooklyn","10128","BROOKLYN","40.578255","-73.979628","313","47","3196558","3072660040","350","BK1302","(40.578255, -73.979628)"
"P.S. 108 - MANHATTAN","M","4","WALK-IN REFRIGERATORS AND FREEZERS","428,000","CIP","M108","1615 MADISON AVENUE","Manhattan","10128","MANHATTAN","40.795146","-73.948368","111","8","1051584","1016140021","17401","MN1101","(40.795146, -73.948368)"
"P.S. 106 - BRONX","X","11","EXTERIOR MASONRY","1,929,346","CIP","X106","1514 OLMSTEAD AVENUE","Bronx","10128","BRONX","40.836374","-73.855175","209","18","2041211","2039460007","222","BX0904","(40.836374, -73.855175)"
"PORT RICHMOND HS - R","R","31","LSP REPLACE BOILER","61,800","CIP","R446","39 INNIS STREET","Staten Island","10128","STATEN IS","40.633704","-74.142364","501","49","5026076","5011210001","213","SI0106","(40.633704, -74.142364)"
"P.S. 146 - QUEENS","Q","27","EXTERIOR MASONRY","3,693,786","CIP","Q146","98-01 159 AVENUE","Queens","10128","QUEENS","40.659873","-73.835068","410","32","4295163","4141680016","884","QN1003","(40.659873, -73.835068)"
"RICHMOND HILL HS - QUEENS","Q","27","LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION","23,999,723","CIP","Q475","89-30 114 STREET","Queens","10128","QUEENS","40.695888","-73.833681","409","29","4195688","4093210001","124","QN0902","(40.695888, -73.833681)"
"P.S. 63 - BRONX","X","9","FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION","443,561","CIP","X063","1260 FRANKLIN AVENUE","Bronx","10128","BRONX","40.830965","-73.902738","203","17","2004302","2026150014","149","BX0301","(40.830965, -73.902738)"
"I.S. 74 - QUEENS","Q","26","IDA FLOOD ELIMINATION / IDA INTERIOR SPACES / IDA DOMESTIC PIPING / IDA ELECTRICAL SYSTEMS / IDA CLIMATE CONTROL / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS / FLOOD ELIMINATION / FENCING","36,365,000","CIP","Q074","61-15 OCEANIA STREET","Queens","10128","QUEENS","40.745201","-73.767446","411","23","4163953","4077230001","1367","QN1104","(40.745201, -73.767446)"
"SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE","K","22","PATH OF TRAVEL WATER PENETRATION","186,950","CIP","K864","3109 NEWKIRK AVENUE","Brooklyn","10128","BROOKLYN","40.640066","-73.947253","317","45","3112334","3049650001","830","BK1702","(40.640066, -73.947253)"
"P.S. 175 - BRONX","X","11","TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT","2,917,342","CIP","X175","200 CITY ISLAND AVENUE","Bronx","10128","BRONX","40.843873","-73.785219","210","13","2082444","2056410280","51601","BX1003","(40.843873, -73.785219)"
"P.S. 42 - STATEN ISLAND","R","31","FY18 RESO A PLAYGROUNDS / ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY","6,963,049","CIP","R042","380 GENESEE AVENUE","Staten Island","10128","STATEN IS","40.552523","-74.169464","503","51","5074394","5056050001","17012","SI0302","(40.552523, -74.169464)"
"P.S. @ 120-08 JAMAICA AVENUE - QUEENS","Q","27","Demo","4,500,066","CAP","Q578","120-08 JAMAICA AVENUE","Queens","11418","QUEENS","40.700285","-73.829537","409","29","4195981","4093300001","144","QN0902","(40.700285, -73.829537)"
"BROOKLYN HS OF THE ARTS - BROOKLYN","K","15","FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS / COVID VENTILATION","12,095,760","CIP","K656","500 PACIFIC STREET","Brooklyn","10128","BROOKLYN","40.684504","-73.980678","302","33","3001189","3001920001","39","BK0202","(40.684504, -73.980678)"
"FRANCIS LEWIS HS - QUEENS","Q","78","Demo","1,137,632","CAP","Q430","58-20 UTOPIA PARKWAY","Queens","11365","QUEENS","40.740724","-73.79283","411","20","4148763","4068820001","1417","QN1101","(40.740724, -73.79283)"
"I.S. 267 - BROOKLYN","K","16","SCIENCE LAB UPGRADE","2,151,000","CIP","K324","800 GATES AVENUE","Brooklyn","10128","BROOKLYN","40.68832","-73.932275","303","36","3044657","3016360001","293","BK0302","(40.68832, -73.932275)"
"P.S. 164 - BROOKLYN","K","20","COVID VENTILATION / COVID FIRE ALARM REPLACEMENT","6,775,000","CIP","K164","4211 14 AVENUE","Brooklyn","10128","BROOKLYN","40.637486","-73.985955","312","44","3135976","3056000001","232","BK1202","(40.637486, -73.985955)"
"P.S. 232 - QUEENS","Q","27","WATER INILTRATION / PLANYC BOILER / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / EXTERIOR MASONRY","15,528,000","CIP","Q232","153-23 83 STREET","Queens","10128","QUEENS","40.665909","-73.851216","410","32","4247454","4114450001","6202","QN1003","(40.665909, -73.851216)"
"P.S. 64 - MANHATTAN","M","1","FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE","2,375,000","CIP","M064","600 EAST 6 STREET","Manhattan","10128","MANHATTAN","40.724435","-73.981521","103","2","1004627","1003870001","2601","MN0303","(40.724435, -73.981521)"
"P.S. 142 - MANHATTAN","M","1","ROOFS / PARAPETS / EXTERIOR MASONRY","8,640,000","CIP","M142","100 ATTORNEY STREET","Manhattan","10128","MANHATTAN","40.718383","-73.984452","103","1","1004080","1003430001","1402","MN0302","(40.718383, -73.984452)"
"P.S. 197 - BROOKLYN","K","22","IPDVS INSTALLATIONS","310,606.25","CIP","K197","1599 EAST 22 STREET","Brooklyn","10128","BROOKLYN","40.612623","-73.951906","314","48","3182169","3067690018","546","BK1403","(40.612623, -73.951906)"
"I.S. 2 - BROOKLYN","K","17","FY24 RESO A ROOM CONVERSION","148,000","CIP","K002","655 PARKSIDE AVENUE","Brooklyn","10128","BROOKLYN","40.656183","-73.951583","309","40","3378201","3050500051","802","BK0902","(40.656183, -73.951583)"
"P.S. 102 - BROOKLYN","K","20","FLOOD ELIMINATION / PATH OF TRAVEL FLOOD ELIMINATION","4,566,919","CIP","K102","211 72 STREET","Brooklyn","10128","BROOKLYN","40.63402","-74.029036","310","47","3146491","3058900001","68","BK1001","(40.63402, -74.029036)"
"P.S. 207 - QUEENS","Q","27","ROOFS / EXTERIOR MASONRY","3,680,000","CIP","Q207","159-15 88 STREET","Queens","10128","QUEENS","40.658089","-73.844432","410","32","4293311","4140090060","89201","QN1003","(40.658089, -73.844432)"
"P.S. 311 - MANHATTAN","M","6","PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY","6,298,000","CIP","M176","4862 BROADWAY","Manhattan","10128","MANHATTAN","40.866706","-73.923948","112","10","1064900","1022340007","291","MN1203","(40.866706, -73.923948)"
"P.S. 180 - BROOKLYN","K","20","EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / FLOOD ELIMINATION","22,935,000","CIP","K180","5601 16 AVENUE","Brooklyn","10128","BROOKLYN","40.627029","-73.989672","312","44","3130809","3054920001","470","BK1202","(40.627029, -73.989672)"
"P.S. 147 - BROOKLYN","K","14","ELECTRICAL SERVICE ROOM","1,050,000","CIP","K147","325 BUSHWICK AVENUE","Brooklyn","10128","BROOKLYN","40.705204","-73.939407","301","34","3071418","3030910001","485","BK0104","(40.705204, -73.939407)"
"P.S. 8 - STATEN ISLAND","R","31","FY18 RESO A PLAYGROUNDS / PATH OF TRAVEL RESO A PLAYGROUNDS","3,329,000","CIP","R008","112 LINDENWOOD ROAD","Staten Island","10128","STATEN IS","40.547692","-74.151755","503","51","5066295","5052210001","15601","SI0302","(40.547692, -74.151755)"
"JAMES BALDWIN SCHOOL - MANHATTAN","M","2","DEFECTIVE POOL FOUNDATION WALLS","17,668,000","CIP","M440","351 WEST 18 STREET","Manhattan","10128","MANHATTAN","40.742867","-74.002136","104","3","1013096","1007420007","89","MN0401","(40.742867, -74.002136)"
"P.S. 9 - BRONX","X","10","STH-SBHC ROOM CONVERSION / STH–SBHC ELECTRICAL SYSTEMS / INTRUSION ALARM SYSTEM","5,873,400","CIP","X009","230 EAST 183 STREET","Bronx","10128","BRONX","40.857067","-73.898936","205","15","2013561","2031500010","38301","BX0503","(40.857067, -73.898936)"
"P.S. 80 - STATEN ISLAND","R","31","REINFORCING SUPPORT ELEMENTS","2,245,000","CIP","R880","715 OCEAN TERRACE","Staten Island","10128","STATEN IS","40.608756","-74.102344","502","50","5113169","5006830001","17701","SI0203","(40.608756, -74.102344)"
"P.S. @ 46-10 70 STREET - QUEENS","Q","24","New","31,395,000","CAP","Q340","46-10 70 STREET","Queens","11377","QUEENS","40.739613","-73.894214","402","26","4623447","4024327502","489","QN0203","(40.739613, -73.894214)"
"3K CENTER @ 129 VAN BRUNT STREET - BROOKLYN","K","15","Lease","14,157,000","CAP","K447","129 VAN BRUNT STREET","Brooklyn","11231","BROOKLYN","40.68417","-74.00556","306","39","3004598","3003470004","51","BK0601","(40.68417, -74.00556)"
"P.S. 29 - BROOKLYN","K","15","FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS","15,875,000","CIP","K029","425 HENRY STREET","Brooklyn","10128","BROOKLYN","40.686959","-73.998053","306","39","3255627","3003110001","45","BK0601","(40.686959, -73.998053)"
"P.S. 131 - QUEENS","Q","29","PHASE 4 EXISTING BUILDING WORK / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / DRAINAGE","14,661,000","CIP","Q131","170-21 84TH AVENUE","Queens","10128","QUEENS","40.716609","-73.794666","408","24","4620845","4098750001","456","QN0805","(40.716609, -73.794666)"
"BOYS & GIRLS HS - BROOKLYN","K","16","ELECTRICAL WORK FOR A/C INITIATIVE","4,510","CIP","K455","1700 FULTON STREET","Brooklyn","10128","BROOKLYN","40.67944","-73.932407","303","36","3047996","3017010001","271","BK0302","(40.67944, -73.932407)"
"P.S. 110 - BROOKLYN","K","14","EXTERIOR MASONRY","1,242,750","CIP","K110","124 MONITOR STREET","Brooklyn","10128","BROOKLYN","40.723897","-73.942312","301","33","3067144","3026880042","591","BK0101","(40.723897, -73.942312)"
"K004 SPED - BROOKLYN","K","19","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","303,000","CIP","K007","858 JAMAICA AVENUE","Brooklyn","10128","BROOKLYN","40.689697","-73.873109","305","37","3090998","3041060039","118201","BK0501","(40.689697, -73.873109)"
"BRONX LAB SCHOOL - BRONX","X","11","FY22 RESO A LOCKER ROOM UPGRADE / REINFORCING SUPPORT ELEMENTS / SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL / VENTILATION","27,424,000","CIP","X425","800 EAST GUN HILL ROAD","Bronx","10128","BRONX","40.875953","-73.86197","212","12","2057045","2046330040","372","BX1201","(40.875953, -73.86197)"
"P.S. 128 - MANHATTAN","M","6","FY23 RESO A IPDVS CAMERA INSTALLATION","288,392.04","CIP","M128","560 WEST 169 STREET","Manhattan","10128","MANHATTAN","40.841359","-73.938593","112","10","1062994","1021250001","251","MN1201","(40.841359, -73.938593)"
"P.S. 287 - BROOKLYN","K","13","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","555,000","CIP","K287","50 NAVY STREET","Brooklyn","10128","BROOKLYN","40.697901","-73.98054","302","35","3000203","3001110001","23","BK0202","(40.697901, -73.98054)"
"P.S. 306 - BROOKLYN","K","19","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","588,995","CIP","K306","970 VERMONT STREET","Brooklyn","10128","BROOKLYN","40.655997","-73.886547","305","42","3097873","3043920001","1104","BK0503","(40.655997, -73.886547)"
"P.S. 225 - MANHATTAN","M","2","FY22 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE","1,051,657","CIP","M480","317 EAST 67 STREET","Manhattan","10128","MANHATTAN","40.765359","-73.960059","108","5","1083343","1014420001","118","MN0801","(40.765359, -73.960059)"
"J.H.S. 67 - QUEENS","Q","26","ROOFS / PARAPETS / EXTERIOR MASONRY","9,706,300","CIP","Q067","51-60 MARATHON PARKWAY","Queens","10128","QUEENS","40.762708","-73.733694","411","19","4170797","4082210012","150701","QN1103","(40.762708, -73.733694)"
"P.S. 230 - BROOKLYN","K","15","IPDVS INSTALLATIONS","185,242.28","CIP","K230","1 ALBEMARLE ROAD","Brooklyn","10128","BROOKLYN","40.645017","-73.980761","312","39","3124109","3053230032","498","BK1203","(40.645017, -73.980761)"
"AUGUST MARTIN HS - QUEENS","Q","27","ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE","43,650,000","CIP","Q401","156-10 BAISLEY BOULEVARD","Queens","10128","QUEENS","40.675633","-73.783342","412","28","4265978","4122610001","294","QN1204","(40.675633, -73.783342)"
"CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","X","10","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE","2,798,000","CIP","X660","2474 CROTONA AVENUE","Bronx","10128","BRONX","40.855698","-73.882715","206","15","2012887","2031040007","393","BX0603","(40.855698, -73.882715)"
"P.S. 31 - QUEENS","Q","26","CHIMNEY LINER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / REINFORCING SUPPORT ELEMENTS / EXTERIOR MASONRY / ROOFS / PARAPETS","14,330,000","CIP","Q031","211-45 46 ROAD","Queens","10128","QUEENS","40.757064","-73.770122","411","19","4156949","4073160018","1447","QN1102","(40.757064, -73.770122)"
"I.S. 75 - STATEN ISLAND","R","31","FY17 RESO A GREENHOUSE / FLOOD ELIMINATION / PARAPETS / WINDOWS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS / FY20 RESO A PLAYGROUND UPGRADE","18,932,000","CIP","R075","455 HUGUENOT AVENUE","Staten Island","10128","STATEN IS","40.54438","-74.197897","503","51","5079651","5060500002","17014","SI0303","(40.54438, -74.197897)"
"M.S. 354 - BROOKLYN","K","17","ROOFS / PARAPETS / SECURITY LIGHTING / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS","24,424,000","CIP","K390","1224 PARK PLACE","Brooklyn","10128","BROOKLYN","40.672713","-73.936924","308","36","3036405","3013700029","343","BK0802","(40.672713, -73.936924)"
"I.S. 131 - MANHATTAN","M","2","LSP DANCE FLOOR REPLACEMENT","91,150","CIP","M131","100 HESTER STREET","Manhattan","10128","MANHATTAN","40.716553","-73.993092","103","1","1082489","1003010003","16","MN0301","(40.716553, -73.993092)"
"I.S. 181 - BRONX","X","11","FY15 RESO A PLAYGROUND REDEVELOPMENT","2,604,000","CIP","X181","800 BAYCHESTER AVENUE","Bronx","10128","BRONX","40.875293","-73.83389","210","12","2116160","2051410150","46205","BX1004","(40.875293, -73.83389)"
"SCHOOL FOR ENVIR CITIZEN - BRONX","X","10","FY21 RESO A SUPPLEMENTAL COOLING / FY21 RESO A ROOM CONVERSION","1,073,000","CIP","X079","125 EAST 181 STREET","Bronx","10128","BRONX","40.854872","-73.903458","205","14","2013849","2031700001","23704","BX0503","(40.854872, -73.903458)"
"NEWTOWN HS - QUEENS","Q","24","CEILING ACOUSTAL TILES REPLACEMENT / ROOF SLATE TILES / WATER PENETRATION IN BOILER, GAS ROOM, 
OIL TANK ROOM, CELLAR HALLWAY / VENTILATION / ROOFS / FIRE ALARM SYSTEM / EXTERIOR MASONRY","40,922,300","CIP","Q455","48-01 90 STREET","Queens","10128","QUEENS","40.741122","-73.874721","404","25","4045629","4018490001","461","QN0401","(40.741122, -73.874721)"
"I.S. 54 - MANHATTAN","M","3","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","6,728,000","CIP","M054","103 WEST 107 STREET","Manhattan","10128","MANHATTAN","40.800119","-73.962837","107","7","1055990","1018620011","193","MN0703","(40.800119, -73.962837)"
"P.S. 116 - QUEENS","Q","29","EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/ IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION","5,445,971","CIP","Q116","107-25 WREN PLACE","Queens","10128","QUEENS","40.700606","-73.782302","412","27","4218416","4102500001","414","QN1202","(40.700606, -73.782302)"
"P.S. 95 - QUEENS","Q","29","EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION","5,879,602","CIP","Q095","179-01 90 AVENUE","Queens","10128","QUEENS","40.710624","-73.783423","412","23","4446042","4099140001","468","QN1201","(40.710624, -73.783423)"
"P.S. 39 - BROOKLYN","K","15","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","400,000","CIP","K039","417 6 AVENUE","Brooklyn","10128","BROOKLYN","40.668916","-73.983195","306","39","3021932","3010000001","153","BK0602","(40.668916, -73.983195)"
"QUEENS METROPOLITAN HIGH SCHOOL - QUEENS","Q","28","FY23 RESO A LIBRARY UPGRADE","459,990","CIP","Q686","91-30 METROPOLITAN AVENUE","Queens","10128","QUEENS","40.711367","-73.856698","406","29","4447233","4038860800","645","QN0602","(40.711367, -73.856698)"
"P.S. 241 - BROOKLYN","K","17","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","580,000","CIP","K241","976 PRESIDENT STREET","Brooklyn","10128","BROOKLYN","40.669361","-73.960769","309","35","3378160","3011880001","213","BK0901","(40.669361, -73.960769)"
"LONGWOOD PREPARATORY ACADEMY","X","8","FY25 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION","373,000","CIP","X039","965 LONGWOOD AVENUE","Bronx","10128","BRONX","40.817512","-73.898212","202","17","2005616","2027100001","87","BX0202","(40.817512, -73.898212)"
"HIGH SCHOOL FOR CIVIL RIGHTS - K","K","19","FIELD HOUSE / ATHLETIC FIELD","54,900,000","CIP","K436","125-08 FLATLANDS AVENUE","Brooklyn","10128","BROOKLYN","40.658428","-73.873063","305","42","3098292","3044510001","107001","BK0504","(40.658428, -73.873063)"
"P.S. 158 - BROOKLYN","K","19","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","303,000","CIP","K158","400 ASHFORD STREET","Brooklyn","10128","BROOKLYN","40.672579","-73.884803","305","42","3089176","3040150001","1150","BK0502","(40.672579, -73.884803)"
"BROOKLYN THEATRE ARTS H.S. - K","K","18","FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","1,053,000","CIP","K515","6565 FLATLANDS AVENUE","Brooklyn","10128","BROOKLYN","40.633285","-73.916735","318","46","3224139","3079980005","950","BK1803","(40.633285, -73.916735)"
"J.H.S. 190 - QUEENS","Q","28","FY23 RESO A SCHOOLYARD UPGRADE","410,650","CIP","Q190","68-17 AUSTIN STREET","Queens","10128","QUEENS","40.722707","-73.851699","406","29","4075214","4031720002","71305","QN0602","(40.722707, -73.851699)"
"I.S. 51 - STATEN ISLAND","R","31","RESO A PLAYGROUND UPGRADE","3,127,000","CIP","R051","80 WILLOWBROOK ROAD","Staten Island","10128","STATEN IS","40.623266","-74.14424","501","50","5107210","5014780500","251","SI0105","(40.623266, -74.14424)"
"I.S. 528 - MANHATTAN","M","6","LSP HOT WATER HEATER","106,500","CIP","M528","180 WADSWORTH AVENUE","Manhattan","10128","MANHATTAN","40.85051","-73.934485","112","10","1063928","1021640032","271","MN1202","(40.85051, -73.934485)"
"P.S. 235 - BROOKLYN","K","18","REPLACE (3) ROOF TOP UNITS / ROOFS","3,616,000","CIP","K835","525 LENOX ROAD","Brooklyn","10128","BROOKLYN","40.654704","-73.941089","317","40","3107846","3048440001","814","BK1703","(40.654704, -73.941089)"
"P.S. 225 - MANHATTAN","M","2","COVID VENTILATION / COVID BMS UPGRADE","2,890,000","CIP","M480","317 EAST 67 STREET","Manhattan","10128","MANHATTAN","40.765359","-73.960059","108","5","1083343","1014420001","118","MN0801","(40.765359, -73.960059)"
"I.S. 80 - BRONX","X","10","FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","598,985","CIP","X080","149 EAST MOSHOLU PARKWAY NORTH","Bronx","10128","BRONX","40.876299","-73.881532","207","11","2018046","2033360035","419","BX0703","(40.876299, -73.881532)"
"P.S. 192 - MANHATTAN","M","6","EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT","4,382,190","CIP","M192","500 WEST 138 STREET","Manhattan","10128","MANHATTAN","40.820953","-73.951145","109","7","1084132","1019880166","22301","MN0902","(40.820953, -73.951145)"
"P.S. @ 137-23 45 AVENUE - QUEENS","Q","25","New","82,737,773","CAP","Q512","137-23 45 AVENUE","Queens","11355","QUEENS","40.751198","-73.822473","407","20",,,"845","QN0705","(40.751198, -73.822473)"
"P.S. 176 - BROOKLYN","K","20","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","20,100,110","CIP","K176","1225 69 STREET","Brooklyn","10128","BROOKLYN","40.62457","-74.005314","310","43","3143190","3057740001","196","BK1002","(40.62457, -74.005314)"
"P.S. 85 - BRONX","X","10","OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL- OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDELOPMENT / FY24 RESO A AUDITORIUM UPGRADE / FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO","7,184,750","CIP","X085","2400 MARION AVENUE","Bronx","10128","BRONX","40.858831","-73.895167","205","15","2011054","2030240021","38303","BX0503","(40.858831, -73.895167)"
"P.S. 329 - BROOKLYN","K","21","ROOFS / PARAPETS / EXTERIOR MASONRY","6,939,024","CIP","K329","2929 WEST 30 STREET","Brooklyn","10128","BROOKLYN","40.574607","-73.996292","313","47","3189517","3070510001","342","BK1302","(40.574607, -73.996292)"
"P.S. 153 - BROOKLYN","K","21","COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT / COVID ELECTRICAL UPGRADE","6,921,000","CIP","K153","1970 HOMECREST AVENUE","Brooklyn","10128","BROOKLYN","40.601617","-73.959779","315","48","3196677","3072910030","556","BK1501","(40.601617, -73.959779)"
"H.S. @ 165-15 88 AVENUE - QUEENS","Q","78","New","110,755,000","CAP","Q497","165-15 88 AVENUE","Queens","11432","QUEENS","40.708691","-73.796674","412","24","4000000","4098160039","460","QN1201","(40.708691, -73.796674)"
"P.S. @ 760 EAST GUN HILL ROAD - BRONX","X","84","Lease","0","CAP","X511","760 EAST GUN HILL ROAD","Bronx","10467","BRONX","40.876633","-73.864113","212","12","2057021","2046310075","372","BX1201","(40.876633, -73.864113)"
"P.S. 66 - BRONX","X","12","FY22 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE","448,000","CIP","X066","1001 JENNINGS STREET","Bronx","10128","BRONX","40.831165","-73.887094","203","17","2010916","2030080001","157","BX0303","(40.831165, -73.887094)"
"P.S. 188 - MANHATTAN","M","1","LL 26-EXIT SIGNS","82,572.27","CIP","M188","442 EAST HOUSTON STREET","Manhattan","10128","MANHATTAN","40.719598","-73.977904","103","2","1004349","1003560100","20","MN0303","(40.719598, -73.977904)"
"P.S. 114 - BRONX","X","9","IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION","476,800","CIP","X114","1155 CROMWELL AVENUE","Bronx","10128","BRONX","40.834776","-73.923067","204","16","2003022","2024950100","6302","BX0491","(40.834776, -73.923067)"
"P.S. 200 - BROOKLYN","K","20","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","401,000","CIP","K200","1940 BENSON AVENUE","Brooklyn","10128","BROOKLYN","40.603188","-74.001408","311","38","3167818","3064070008","282","BK1102","(40.603188, -74.001408)"
"P.S. 194 - BROOKLYN","K","22","FY25 RESO A LIBRARY UPGRADE","322,972","CIP","K194","3117 AVENUE W","Brooklyn","10128","BROOKLYN","40.596757","-73.933499","315","46","3201629","3073930001","570","BK1503","(40.596757, -73.933499)"
"P.S. 96 - QUEENS","Q","27","Demo","2,981,000","CAP","Q096","130-17 ROCKAWAY BOULEVARD","Queens","11420","QUEENS","40.674977","-73.808245","410","28","4000000","4116940027","180","QN1001","(40.674977, -73.808245)"
"HS FOR HEALTH CAREER & SCIENCE - M","M","6","LL 26-EXIT SIGNS","157,564.59","CIP","M465","549 AUDUBON AVENUE","Manhattan","10128","MANHATTAN","40.855855","-73.92712","112","10","1076751","1021600018","277","MN1202","(40.855855, -73.92712)"
"P.S. 19 - BRONX","X","11","EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION","6,223,022","CIP","X019","311 EAST 237TH STREET","Bronx","10128","BRONX","40.89902","-73.866925","212","11","2128791","2033860001","45102","BX1203","(40.89902, -73.866925)"
"P.S. 130 - BRONX","X","8","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5,273,474.75","CIP","X130","750 PROSPECT AVENUE","Bronx","10128","BRONX","40.817721","-73.902421","202","17","2005168","2026880001","85","BX0202","(40.817721, -73.902421)"
"I.S. 722 - BROOKLYN","K","17","CHILLER REPLACEMENT @ K391 / FIRE ALARM SYSTEM","6,715,000","CIP","K391","790 EAST NEW YORK AVENUE","Brooklyn","10128","BROOKLYN","40.662447","-73.936382","309","41","3107129","3048060001","876","BK0902","(40.662447, -73.936382)"
"I.S. 129 - BRONX","X","12","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","9,220,000","CIP","X129","2055 MAPES AVENUE","Bronx","10128","BRONX","40.845878","-73.886184","206","15","2012957","2031090001","371","BX0602","(40.845878, -73.886184)"
"P.S. 123 - MANHATTAN","M","5","WINDOWS / EXTERIOR MASONRY","7,900,003","CIP","M123","301 WEST 140 STREET","Manhattan","10128","MANHATTAN","40.819767","-73.944433","110","9","1060726","1020420035","22102","MN1002","(40.819767, -73.944433)"
"P.S. 161 - QUEENS","Q","28","WINDOWS / PARAPETS","7,282,400","CIP","Q161","101-33 124TH STREET","Queens","10128","QUEENS","40.690798","-73.821657","409","29","4200748","4094910001","156","QN0903","(40.690798, -73.821657)"
